# TUFS Basic Urdu Wordnet	urd	http://www.coelang.tufs.ac.jp/mt/ur/	CC BY 4.0
15210045-n	urd:lemma	جنوری
15210045-n	urd:exe	جنوری سال کا سب سے پہلا مہینہ  ہے۔
05755883-n	urd:lemma	پڑھنا
05755883-n	urd:exe	وہ فارسی پڑھتا ہے۔
04971928-n	urd:lemma	بھورا
04971928-n	urd:exe	اس لڑکی کی آنکھوں کا رنگ بھورا ہے۔
15163797-n	urd:lemma	اتوار
15163797-n	urd:exe	وہ اتوار کو اپنے والدین سے ملنے جاتا ہے۔
15043763-n	urd:lemma	برف
15043763-n	urd:exe	پچھلے سال ٹوکیو میں فروری میں برف پڑی تھی۔
00251013-n	urd:lemma	صفائی
00251013-n	urd:exe	وہ گھر میں صفائی کا خاص خیال رکھتی ہے۔
08058098-n	urd:lemma	کمپنی
08058098-n	urd:exe	وہ ایک بڑی کمپنی میں ملازمت کرتا تھا۔
01382086-a	urd:lemma	بڑا
01382086-a	urd:exe	ہمارے اسکول کا میدان کافی بڑا ہے۔
01453084-a	urd:lemma	بڑا
01453084-a	urd:exe	ہمارے اسکول کا میدان کافی بڑا ہے۔
00527870-a	urd:lemma	بڑا
00527870-a	urd:exe	ہمارے اسکول کا میدان کافی بڑا ہے۔
01677433-a	urd:lemma	بڑا
01677433-a	urd:exe	ہمارے اسکول کا میدان کافی بڑا ہے۔
10084295-n	urd:lemma	لڑکی
10084295-n	urd:exe	وہ لڑکی پڑھائی میں بہت اچھی ہے۔
10129825-n	urd:lemma	لڑکی
10129825-n	urd:exe	وہ لڑکی پڑھائی میں بہت اچھی ہے۔
10129825-n	urd:lemma	آپا
10129825-n	urd:exe	میرے دوست کی آپا ایک اسکول کی استانی ہیں ۔
00065495-v	urd:lemma	توانا
00065495-v	urd:exe	اس کے بچے بہت تندرست اور توانا ہیں۔
80001734-n	urd:lemma	کلاس
80001734-n	urd:exe	خاموش رہیے ، برابر میں کلاس ہو رہی ہے۔
00889472-n	urd:lemma	کلاس
00889472-n	urd:exe	خاموش رہیے ، برابر میں کلاس ہو رہی ہے۔
02608347-v	urd:lemma	شروع ہونا
02608347-v	urd:exe	شادی کی تقریب شروع ہو چکی ہے۔
07850329-n	urd:lemma	پنیر
07850329-n	urd:exe	میں پنیر بہت شوق سے کھاتا ہوں۔
03623556-n	urd:lemma	چھری
03623556-n	urd:exe	اس چھری سے گوشت آسانی سے کٹ جاتا ہے۔
03624134-n	urd:lemma	چھری
03624134-n	urd:exe	اس چھری سے گوشت آسانی سے کٹ جاتا ہے۔
01776727-v	urd:lemma	ناپسند
01776727-v	urd:exe	اسے باکسنگ سخت ناپسند ہے۔
01774136-v	urd:lemma	ناپسند
01774136-v	urd:exe	اسے باکسنگ سخت ناپسند ہے۔
02783161-n	urd:lemma	بال پین
02783161-n	urd:exe	امتحان میں بال پین سے لکھنا منع ہے۔
02632567-v	urd:lemma	چاہنا
02632567-v	urd:exe	میں یہ سبز انگور چاہتا ہوں۔
01579608-a	urd:lemma	ابھی
01579608-a	urd:exe	میں مزید انتظار نہیں کر سکتا ابھی یہ کام مکمل کرو۔
03427296-n	urd:lemma	پھاٹک
03427296-n	urd:exe	ہڑتال کی وجہ سے فیکٹری کا پھاٹک بند ہے۔
04026417-n	urd:lemma	بٹوا
04026417-n	urd:exe	کیا آپ کا بٹوا چمڑے کا ہے؟
11456462-n	urd:lemma	صاف آسمان
11456462-n	urd:exe	آج صاف آسمان ہے اس لیے فٹ بال کھیلنے میں مزہ آئے گا۔
07848338-n	urd:lemma	مکھن
07848338-n	urd:exe	وہ توس پر مکھن لگا کر کھاتا ہے۔
90000501-n	urd:lemma	پچھلے سال
90000501-n	urd:exe	پچھلے سال میں اپنے والدین سے نہیں مل سکا تھا۔
15210870-n	urd:lemma	مارچ
15210870-n	urd:exe	مارچ کے آخر میں چھٹیا ں ہوں گی۔
77000072-n	urd:lemma	ادھر
77000072-n	urd:exe	مجرم سے برآمد شدہ سامان یہاں ہے۔
08489497-n	urd:lemma	ادھر
08489497-n	urd:exe	مجرم سے برآمد شدہ سامان یہاں ہے۔
03561345-n	urd:lemma	تصویر
03561345-n	urd:exe	مونا لزا کی تصویر ساری دنیا میں مشہور ہے۔
03234306-n	urd:lemma	تصویر
03234306-n	urd:exe	مونا لزا کی تصویر ساری دنیا میں مشہور ہے۔
03876519-n	urd:lemma	تصویر
03876519-n	urd:exe	مونا لزا کی تصویر ساری دنیا میں مشہور ہے۔
07110615-n	urd:lemma	آواز
07110615-n	urd:exe	نورجہاں کی آواز بہت اچھی تھی۔
05202284-n	urd:lemma	آواز
05202284-n	urd:exe	نورجہاں کی آواز بہت اچھی تھی۔
09411430-n	urd:lemma	دریا
09411430-n	urd:exe	پاکستان کے سب سے بڑے دریا کا نام "سندھ" ہے۔
15236859-n	urd:lemma	خزاں
15236859-n	urd:exe	خزاں میں درختوں سے پتے جھڑ جاتے ہیں۔
02107442-v	urd:lemma	پوچھنا
02107442-v	urd:exe	وہ پولیس والے سے راستہ پوچھ رہا تھا۔
02169891-v	urd:lemma	پوچھنا
02169891-v	urd:exe	وہ پولیس والے سے راستہ پوچھ رہا تھا۔
02242464-v	urd:lemma	بیچنا
02242464-v	urd:exe	وہ کپڑے بیچتا ہے۔
00271022-a	urd:lemma	روشن
00271022-a	urd:exe	یہ کمرہ کافی روشن ہے۔
00396523-a	urd:lemma	روشن
00396523-a	urd:exe	یہ کمرہ کافی روشن ہے۔
00269989-a	urd:lemma	روشن
00269989-a	urd:exe	یہ کمرہ کافی روشن ہے۔
00278551-a	urd:lemma	روشن
00278551-a	urd:exe	یہ کمرہ کافی روشن ہے۔
02924116-n	urd:lemma	بس
02924116-n	urd:exe	وہ بس میں سفر کرتی تھی۔
01614426-v	urd:lemma	لگانا
01614426-v	urd:exe	یہ ٹکٹ لفافے پر لگا دیجیے۔
80001230-x	urd:lemma	جی ہاں
80001230-x	urd:exe	جی ہاں یہ اکاؤنٹ نمبر میرا ہے۔
01184932-a	urd:lemma	بھاری
01184932-a	urd:exe	یہ تھیلا کافی بھاری ہے۔
07881800-n	urd:lemma	مشروبات
07881800-n	urd:exe	یہاں کیا کیا مشروبات دستیاب ہیں ؟
01119192-a	urd:lemma	مہارت
01119192-a	urd:exe	فٹ بال میں برازیل کی مہارت سب مانتے ہیں۔
02226162-a	urd:lemma	مہارت
02226162-a	urd:exe	فٹ بال میں برازیل کی مہارت سب مانتے ہیں۔
01838916-a	urd:lemma	مہارت
01838916-a	urd:exe	فٹ بال میں برازیل کی مہارت سب مانتے ہیں۔
03467517-n	urd:lemma	گٹار
03467517-n	urd:exe	وہ بہت اچھا  گٹار بجاتا ہے۔
03613294-n	urd:lemma	چابی
03613294-n	urd:exe	گھر کی چابی کھو گئی ہے۔
01553629-a	urd:lemma	بہت
01553629-a	urd:exe	ہمارے باغ میں بہت درخت ہیں ۔
01551633-a	urd:lemma	بہت
01551633-a	urd:exe	ہمارے باغ میں بہت درخت ہیں ۔
01552419-a	urd:lemma	بہت
01552419-a	urd:exe	ہمارے باغ میں بہت درخت ہیں ۔
00127137-a	urd:lemma	پرانا
00127137-a	urd:exe	احمد کو پرانی چیزیں جمع کرنے کا شوق ہے۔
01638438-a	urd:lemma	پرانا
