# TUFS Basic French Wordnet	fra	http://www.coelang.tufs.ac.jp/mt/fr/	CC BY 4.0
15210045-n	fra:lemma	janvier
15210045-n	fra:exe	En janvier, il neige quelquefois à Tokyo. 
05755883-n	fra:lemma	étude
05755883-n	fra:exe	Et vous êtes à Paris pour vos études ?
05755883-n	fra:exe	Si je le réussis, je poursuivrai mes études.
05755883-n	fra:exe	Vous êtes satisfait de vos études dans cette université ?  -Oui, j'en suis satisfait.
04971928-n	fra:lemma	brun
04971928-n	fra:exe	Il a les yeux bruns.
04971928-n	fra:exe	La majorité des Français sont bruns.
04971928-n	fra:lemma	marron
04971928-n	fra:exe	Les feuilles d'automne sont jaunes, oranges, marron..
15163797-n	fra:lemma	dimanche
15163797-n	fra:exe	- Je vous invite chez moi dimanche.
15163797-n	fra:exe	 Le dimanche à Paris, les magasins sont fermés, vous voyez ?
15043763-n	fra:lemma	neige
15043763-n	fra:exe	Hier, on circulait mal à cause de la neige.
00251013-n	fra:lemma	ménage
00251013-n	fra:exe	Le ménage est un travail pénible.
00251013-n	fra:exe	Dans cette salle, le ménage n'a pas été fait.
08058098-n	fra:lemma	entreprise
08058098-n	fra:exe	Je me suis fait payer mon voyage par mon entreprise.
08058098-n	fra:lemma	société
08058098-n	fra:exe	Il existe plusieurs types de sociétés.
08058098-n	fra:lemma	compagnie
08058098-n	fra:exe	Paul travaille dans une compagnie d'assurance.
08058098-n	fra:lemma	firme
08058098-n	fra:exe	Aujourd'hui, les grandes firmes sont de plus en plus puissantes.
08058098-n	fra:exe	Sa société a été rachetée par une grande firme.
08058098-n	fra:exe	Pour les grandes firmes, il n'y a pas de frontières.
01382086-a	fra:lemma	grand
01382086-a	fra:exe	Il est grand.
01382086-a	fra:exe	Elle est grande.
01382086-a	fra:exe	 C'est une grande blonde aux yeux verts.
01382086-a	fra:exe	Dis-donc, elle est plus grande que la mienne !
01453084-a	fra:lemma	grand
01453084-a	fra:exe	Il est grand.
01453084-a	fra:exe	Elle est grande.
01453084-a	fra:exe	 C'est une grande blonde aux yeux verts.
01453084-a	fra:exe	Dis-donc, elle est plus grande que la mienne !
00527870-a	fra:lemma	grand
00527870-a	fra:exe	Il est grand.
00527870-a	fra:exe	Elle est grande.
00527870-a	fra:exe	 C'est une grande blonde aux yeux verts.
00527870-a	fra:exe	Dis-donc, elle est plus grande que la mienne !
01677433-a	fra:lemma	grand
01677433-a	fra:exe	Il est grand.
01677433-a	fra:exe	Elle est grande.
01677433-a	fra:exe	 C'est une grande blonde aux yeux verts.
01677433-a	fra:exe	Dis-donc, elle est plus grande que la mienne !
10084295-n	fra:lemma	jeune fille
10084295-n	fra:exe	Elle a seize ans, c'est déjà une jeune fille.
10129825-n	fra:lemma	jeune fille
10129825-n	fra:exe	Elle a seize ans, c'est déjà une jeune fille.
10129825-n	fra:lemma	sœur
10129825-n	fra:exe	J'ai un grand frère et une petite soeur.
00065495-v	fra:lemma	aller bien
00065495-v	fra:exe	Vous allez bien?
00065495-v	fra:exe	Ça va? – Oui, ça va bien.
00065495-v	fra:exe	Si tout va bien, j'essaierai d'obtenir une bourse de recherches.
80001734-n	fra:lemma	classe
80001734-n	fra:exe	Le professeur utilise rarement ce livre de classe.
00889472-n	fra:lemma	classe
00889472-n	fra:exe	Le professeur utilise rarement ce livre de classe.
02608347-v	fra:lemma	commencer
02608347-v	fra:exe	Pour commencer tu ouvres " mon PC "...
02608347-v	fra:exe	La séance commence à quelle heure déjà ?
07850329-n	fra:lemma	fromage
07850329-n	fra:exe	La France est célèbre pour ses fromages et ses vins.
03623556-n	fra:lemma	couteau
03623556-n	fra:lemma	couteaux (morph:pl)
03623556-n	fra:exe	Je n'ai pas de couteau pour couper ma viande.
03624134-n	fra:lemma	couteau
03624134-n	fra:lemma	couteaux (morph:pl)
03624134-n	fra:exe	Je n'ai pas de couteau pour couper ma viande.
01776727-v	fra:lemma	détester
01776727-v	fra:exe	Tu aimes les oignons, tandis que moi je déteste ça.
01774136-v	fra:lemma	détester
01774136-v	fra:exe	Tu aimes les oignons, tandis que moi je déteste ça.
02783161-n	fra:lemma	stylo à bille
02783161-n	fra:exe	Passe-moi un stylo à bille, je n'ai rien pour écrire.
02632567-v	fra:lemma	vouloir
02632567-v	fra:exe	Je veux absolument que tu le fasses.
01579608-a	fra:lemma	tout de suite
01579608-a	fra:exe	Je m'en occupe tout de suite.
03427296-n	fra:lemma	porte
04026417-n	fra:lemma	portefeuille
04026417-n	fra:exe	Dans mon portefeuille, il n'y a que 10 euros.
11456462-n	fra:lemma	beau
11456462-n	fra:exe	Il fait beau.
11456462-n	fra:exe	Quel beau temps !
11456462-n	fra:exe	Il ne fait pas beau.
07848338-n	fra:lemma	beurre
07848338-n	fra:exe	Dans le Nord, on cuisine au beurre, dans le Sud, on cuisine à l'huile.
90000501-n	fra:lemma	l'année dernière
90000501-n	fra:exe	C'est l'année dernière qu'elle est allée en France.
15210870-n	fra:lemma	mars
15210870-n	fra:exe	Nous sommes le 21 mars.
77000072-n	fra:lemma	ici
77000072-n	fra:exe	Qu'est-ce qui vous a amené ici ?
77000072-n	fra:exe	Monsieur, il est interdit de fumer ici !
77000072-n	fra:exe	Pardon, Monsieur, est-ce qu'il y a un poste de police près d'ici ?
08489497-n	fra:lemma	ici
08489497-n	fra:exe	Qu'est-ce qui vous a amené ici ?
08489497-n	fra:exe	Monsieur, il est interdit de fumer ici !
08489497-n	fra:exe	Pardon, Monsieur, est-ce qu'il y a un poste de police près d'ici ?
03561345-n	fra:lemma	peinture
03561345-n	fra:exe	Votre sœur s'intéresse à la peinture? - Oui, elle s'y intéresse beaucoup.
03561345-n	fra:lemma	tableau
