# TUFS Basic Por. in Brazil Wordnet	por	http://www.coelang.tufs.ac.jp/mt/pb/	CC BY 4.0
15210045-n	por:lemma	janeiro
15210045-n	por:exe	A praia fervilhava de gente como nos domingos de janeiro.\n
05755883-n	por:lemma	estudo
05755883-n	por:exe	Como estão indo seus estudos na faculdade?\n
04971928-n	por:lemma	marrom
04971928-n	por:exe	Comprei um casaco marrom que está na moda.\n
15163797-n	por:lemma	domingo
15163797-n	por:exe	Mas se você não puder vir, quer ir comigo ao cinema no domingo?
15043763-n	por:lemma	neve
15043763-n	por:exe	A casa estava coberta de neve.\n
00251013-n	por:lemma	limpeza
00251013-n	por:exe	Não gosto de fazer limpeza.\n
08058098-n	por:lemma	empresa
08058098-n	por:exe	Acho problemático, pois não será bom para a imagem da empresa.
01382086-a	por:lemma	grande
01382086-a	por:exe	O museu é muito grande. 
01453084-a	por:lemma	grande
01453084-a	por:exe	O museu é muito grande. 
00527870-a	por:lemma	grande
00527870-a	por:exe	O museu é muito grande. 
01677433-a	por:lemma	grande
01677433-a	por:exe	O museu é muito grande. 
10084295-n	por:lemma	menina
10084295-n	por:exe	A menina sempre foi a alegria da família.\n
10129825-n	por:lemma	menina
10129825-n	por:exe	A menina sempre foi a alegria da família.\n
00065495-v	por:lemma	estar bem
00065495-v	por:exe	O senhor está bem?\n
80001734-n	por:lemma	aula
80001734-n	por:exe	Ele pegou gripe e faltou a aula.\n
00889472-n	por:lemma	aula
00889472-n	por:exe	Ele pegou gripe e faltou a aula.\n
02608347-v	por:lemma	começar
02608347-v	por:exe	A aula começa às nove da manhã.\n
07850329-n	por:lemma	queijo
07850329-n	por:exe	Faço pão de queijo em casa.\n
03623556-n	por:lemma	faca
03623556-n	por:exe	Tem gente que come Sushi com garfo e faca?\n
03624134-n	por:lemma	faca
03624134-n	por:exe	Tem gente que come Sushi com garfo e faca?\n
02783161-n	por:lemma	caneta
02783161-n	por:exe	Me empresta sua caneta.\n
02632567-v	por:lemma	querer
02632567-v	por:exe	Eu quero picanha.
01579608-a	por:lemma	logo
01579608-a	por:exe	Ele vai chegar logo.\n
